"Monster","CR","Monster_STR","STR_Mod","Monster_DEX","DEX_Mod","Monster_CON","CON_Mod","Monster_INT","INT_Mod","Monster_WIS","WIS_Mod","Monster_CHA","CHA_Mod","Stats.1","Stats.2","Stats_3","Stats_4","Stats_5","Stats_6","Stats_7"
"Swarm of Insects",0.5,3,-4,13,1,10,0,1,-5,7,-2,1,-5,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Poisonous Snakes",2,8,-1,18,4,11,0,1,-5,10,0,3,-4,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Quippers",1,13,1,16,3,9,-1,1,-5,7,-2,2,-4,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses darkvision 60 ft.",NA,NA,NA,NA
"Swarm of Rats",0.25,9,-1,11,0,9,-1,2,-4,10,0,3,-4,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses darkvision 30 ft.",NA,NA,NA,NA
"Swarm of Ravens",0.25,6,-2,14,2,8,-1,3,-4,12,1,6,-2,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",NA,NA,NA,NA,NA
"Swarm of Rot Grubs",0.5,2,-4,7,-2,10,0,1,-5,2,-4,1,-5,"Damage Resistances piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Spiders",0.5,3,-4,13,1,10,0,1,-5,7,-2,1,-5,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Wasps",0.5,3,-4,13,1,10,0,1,-5,7,-2,1,-5,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swashbuckler",3,12,1,18,4,12,1,14,2,11,0,15,2,"Skills Acrobatics +8, Athletics +5, Persuasion +6","Languages any one language (usually Common)",NA,NA,NA,NA,NA
"Talis the White",5,14,2,12,1,14,2,10,0,16,3,16,3,"Saving Throws Wis +6, Cha +6","Skills Deception +6, Insight +6, Perception +6, Persuasion +6","Senses darkvision 60 ft.","Languages Common, Draconic, Elvish, Infernal",NA,NA,NA
"Tanarukk",5,18,4,13,1,20,5,9,-1,9,-1,9,-1,"Skills Intimidation +2, Perception +2","Damage Resistances fire, poison","Senses darkvision 60 ft.","Languages Abyssal, Common, Orc",NA,NA,"Reactions"
"Tarrasque",30,30,10,11,0,30,10,3,-4,11,0,11,0,"Saving Throws Int +5, Wis +9, Cha +9","Damage Immunities fire, poison, bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities charmed, frightened, paralyzed, poisoned","Senses blindsight 120 ft.",NA,NA,NA
"Tarul Var",13,11,0,16,3,16,3,19,4,14,2,16,3,"Saving Throws Con +8, Int +9, Wis +7","Skills Arcana +9, History +9, Insight +7, Perception +7","Damage Resistances cold, lightning, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities poison","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned","Senses darkvision 60 ft.","Languages Abyssal, Common, Infernal, Primordial, Thayan"
"Thayan Warrior",2,16,3,13,1,14,2,10,0,11,0,11,0,"Skills Perception +2","Languages Common, Thayan",NA,NA,NA,NA,NA
"The Pudding King",4,10,0,16,3,14,2,12,1,8,-1,17,3,"Saving Throws Con +5, Cha +6","Skills Arcana +4, Perception +2, Stealth +6, Survival +2","Damage Resistances acid, poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Abyssal, Gnomish, Terran, Undercommon",NA
"Thorn Slinger",0.5,13,1,12,1,12,1,1,-5,10,0,1,-5,"Condition Immunities blinded, deafened, frightened","Senses blindsight 60 ft. (blind beyond this radius)",NA,"At the end of each of the thorn slinger's turns, anything grappled by it takes 3 (1d6) acid damage.",NA,NA,NA
"Thorny",1,13,1,12,1,13,1,2,-4,10,0,6,-2,"Skills Perception +4, Stealth +3","Damage Resistances lightning, piercing","Senses darkvision 60 ft.",NA,NA,NA,NA
"Thri-kreen",1,12,1,15,2,13,1,8,-1,12,1,7,-2,"Skills Perception +3, Stealth +4, Survival +3","Senses darkvision 60 ft.","Languages Thri-kreen",NA,NA,NA,NA
"Thri-kreen (Psionic)",1,12,1,15,2,13,1,8,-1,12,1,7,-2,"Skills Perception +3, Stealth +4, Survival +3","Senses darkvision 60 ft.","Languages Thri-kreen, telepathy 60 ft.",NA,NA,NA,NA
"Thug",0.5,15,2,11,0,14,2,10,0,10,0,11,0,"Skills Intimidation +2","Languages any one language (usually Common)",NA,NA,NA,NA,NA
"Thurl Merosska",3,16,3,14,2,14,2,11,0,10,0,15,2,"Skills Animal Handling +2, Athletics +5, Deception +4, Persuasion +4","Languages Auran, Common",NA,NA,"Reactions",NA,NA
"Tiamat",30,30,10,10,0,30,10,26,8,26,8,28,9,"Saving Throws Str +19, Dex +9, Wis +17","Skills Arcana +17, Perception +26, Religion +17","Damage Immunities  acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons","Condition Immunities blinded, charmed, deafened, frightened, poisoned, stunned","Senses darkvision 240 ft., truesight 120 ft.","Languages Common, Draconic, Infernal",NA
"Tiger",1,17,3,15,2,14,2,3,-4,12,1,8,-1,"Skills Perception +3, Stealth +6","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Tlincalli",5,16,3,13,1,16,3,8,-1,12,1,8,-1,"Skills Perception +4, Stealth +4, Survival +4","Senses darkvision 60 ft.","Languages Tlincalli",NA,NA,NA,NA
"Transmuter",5,9,-1,14,2,11,0,17,3,12,1,11,0,"Saving Throws Int +6, Wis +4","Skills Arcana +6, History +6","Languages any four languages",NA,"If the transmuter has the stone and casts a transmutation spell of 1st level or higher, it can change the effect of the stone.",NA,NA
"Trapper",3,17,3,10,0,17,3,2,-4,13,1,4,-3,"Skills Stealth +2","Senses blindsight 30 ft., darkvision 60 ft.",NA,NA,NA,NA,NA
"Treant",9,23,6,8,-1,21,5,12,1,16,3,12,1,"Damage Vulnerabilities fire","Damage Resistances bludgeoning, piercing","Languages Common, Druidic, Elvish, Sylvan",NA,NA,NA,NA
"Tree Blight",7,23,6,10,0,20,5,6,-2,10,0,3,-4,"Condition Immunities blinded, deafened","Senses blindsight 60 ft. (blind beyond this radius)","Languages understands Common and Druidic but doesn't speak",NA,NA,NA,NA
"Tressym",0,3,-4,15,2,10,0,11,0,12,1,12,1,"Skills Perception +5, Stealth +4","Damage Immunities poison","Condition Immunities poisoned",NA,NA,NA,NA
"Tribal Warrior",0.125,13,1,11,0,12,1,8,-1,11,0,8,-1,"Languages any one language",NA,NA,NA,NA,NA,NA
"Triceratops",5,22,6,9,-1,17,3,2,-4,11,0,5,-3,NA,NA,NA,NA,NA,NA,NA
"Tridrone",0.5,12,1,13,1,12,1,9,-1,10,0,9,-1,"Senses truesight 120 ft.","Languages Modron",NA,NA,NA,NA,NA
"Troglodyte",0.25,14,2,10,0,14,2,6,-2,10,0,6,-2,"Skills Stealth +2","Senses darkvision 60 ft.","Languages Troglodyte",NA,NA,NA,NA
"Troglodyte Champion of Laogzed",3,18,4,12,1,18,4,8,-1,23,6,12,1,"Skills Athletics +6, Intimidation +3, Stealth +3","Senses darkvision 60 ft.","Languages Troglodyte",NA,NA,NA,NA
"Troll",5,18,4,13,1,20,5,7,-2,9,-1,7,-2,"Skills Perception +2","Senses darkvision 60 ft.","Languages Giant",NA,NA,NA,NA
"Twig Blight",0.125,6,-2,13,1,12,1,4,-3,8,-1,3,-4,"Skills Stealth +3","Damage Vulnerabilities fire","Condition Immunities blinded, deafened","Senses blindsight 60 ft. (blind beyond this radius)","Languages understands Common but can't speak",NA,NA
"Tyrannosaurus Rex",8,25,7,10,0,19,4,2,-4,12,1,9,-1,"Skills Perception +4",NA,NA,NA,NA,NA,NA
"Ulitharid",9,15,2,12,1,15,2,21,5,19,4,21,5,"Saving Throws Int +9, Wis +8, Cha +9","Skills Arcana +9, Insight +8, Perception +8, Stealth +5","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 2 miles",NA,NA,NA
"Ultroloth",13,16,3,16,3,18,4,18,4,15,2,19,4,"Skills Intimidation +9, Perception +7, Stealth +8","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities acid, poison","Condition Immunities charmed, frightened, poisoned","Senses truesight 120 ft.","Languages Abyssal, Infernal, telepathy 120 ft.",NA
"Umber Hulk",5,20,5,13,1,16,3,9,-1,10,0,10,0,"Senses darkvision 120 ft., tremorsense 60 ft.","Languages Umber Hulk",NA,NA,NA,NA,NA
"Unicorn",5,18,4,14,2,15,2,11,0,17,3,16,3,"Damage Immunities poison","Condition Immunities charmed, paralyzed, poisoned","Senses darkvision 60 ft.","Languages Celestial, Elvish, Sylvan, telepathy 60 ft.",NA,NA,NA
"Uthgardt Shaman",2,14,2,12,1,13,1,10,0,15,2,12,1,"Skills Medicine +4, Nature +4, Perception +4, Survival +6","Languages Bothii, Common",NA,NA,NA,NA,NA
"Vampire",13,18,4,18,4,18,4,17,3,15,2,18,4,"Saving Throws Dex +9, Wis +7, Cha +9","Skills Perception +7, Stealth +9","Damage Resistances necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","Senses darkvision 120 ft.","Languages the languages it knew in life",NA,NA
"Vampire Spawn",5,16,3,16,3,16,3,11,0,10,0,12,1,"Saving Throws Dex +6, Wis +3","Skills Perception +3, Stealth +6","Damage Resistances necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","Senses darkvision 60 ft.","Languages the languages it knew in life",NA,NA
"Vampire Spellcaster",15,18,4,18,4,18,4,17,3,15,2,18,4,"Saving Throws Dex +9, Wis +7, Cha +9","Skills Perception +7, Stealth +9","Damage Resistances necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","Senses darkvision 120 ft.","Languages the languages it knew in life",NA,NA
"Vampire Warrior",15,18,4,18,4,18,4,17,3,15,2,18,4,"Saving Throws Dex +9, Wis +7, Cha +9","Skills Perception +7, Stealth +9","Damage Resistances necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","Senses darkvision 120 ft.","Languages the languages it knew in life",NA,NA
"Vampiric Ixitxachitl",2,14,2,18,4,13,1,12,1,13,1,7,-2,"Senses darkvision 60 ft.","Languages Abyssal, Ixitxachitl",NA,NA,"Reactions",NA,NA
"Vampiric Ixitxachitl Cleric",2,14,2,18,4,13,1,12,1,13,1,7,-2,"Senses darkvision 60 ft.","Languages Abyssal, Ixitxachitl",NA,NA,"Reactions",NA,NA
"Vampiric Mist",3,6,-2,16,3,16,3,6,-2,12,1,7,-2,"Saving Throws Wis +3","Damage Resistances acid, cold, lightning, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities poison","Condition Immunities charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 60 ft.",NA,NA
"Vanifer",9,11,0,16,3,17,3,12,1,13,1,19,4,"Skills Arcana +5, Deception +8, Performance +8","Damage Immunities fire","Senses darkvision 60 ft.","Languages Common, Ignan, Infernal",NA,NA,NA
"Vargouille",1,6,-2,14,2,14,2,4,-3,7,-2,2,-4,"Damage Resistances cold, fire, lightning","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages understands Abyssal, Infernal, and any languages it knew before becoming a vargouille but can't speak",NA,NA
"Vegepygmy",0.25,7,-2,14,2,13,1,6,-2,11,0,7,-2,"Skills Perception +2, Stealth +4","Damage Resistances lightning, piercing","Senses darkvision 60 ft.","Languages Vegepygmy",NA,NA,NA
"Vegepygmy Chief",2,14,2,14,2,14,2,7,-2,12,1,9,-1,"Skills Perception +3, Stealth +4","Damage Resistances lightning, piercing","Senses darkvision 60 ft.","Languages Vegepygmy",NA,NA,NA
"Velociraptor",0.25,6,-2,14,2,13,1,4,-3,12,1,6,-2,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"Veteran",3,16,3,13,1,14,2,10,0,11,0,10,0,"Skills Athletics +5, Perception +2","Languages any one language (usually Common)",NA,NA,NA,NA,NA
"Vine Blight",0.5,15,2,8,-1,14,2,5,-3,10,0,3,-4,"Skills Stealth +1","Condition Immunities blinded, deafened","Senses blindsight 60 ft. (blind beyond this radius)","Languages Common",NA,NA,NA
"Violet Fungus",0.25,3,-4,1,-5,10,0,1,-5,3,-4,1,-5,"Condition Immunities blinded, deafened, frightened","Senses blindsight 30 ft. (blind beyond this radius)",NA,NA,NA,NA,NA
"Vladimir Horngaard",7,18,4,14,2,18,4,13,1,16,3,18,4,"Saving Throws Str +7, Con +7, Wis +6, Cha +7","Damage Resistances necrotic, psychic","Damage Immunities poison","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned, stunned","Senses darkvision 60 ft.","Languages Common, Draconic",NA
"Vrock",6,17,3,15,2,18,4,8,-1,13,1,8,-1,"Saving Throws Dex +5, Wis +4, Cha +2","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Abyssal, telepathy 120 ft.",NA
"Vulture",0,7,-2,10,0,13,1,2,-4,12,1,4,-3,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"War Priest",9,16,3,10,0,14,2,11,0,17,3,13,1,"Saving Throws Con +6, Wis +7","Skills Intimidation +5, Religion +4","Languages any two languages",NA,NA,"Reactions",NA
"Warhorse",0.5,18,4,12,1,13,1,2,-4,12,1,7,-2,NA,NA,NA,NA,NA,NA,NA
"Warhorse Skeleton",0.5,18,4,12,1,15,2,2,-4,8,-1,5,-3,"Damage Vulnerabilities bludgeoning","Damage Immunities poison","Condition Immunities exhaustion, poisoned","Senses darkvision 60 ft.",NA,NA,NA
"Warlock of the Archfey",4,9,-1,13,1,11,0,11,0,12,1,18,4,"Saving Throws Wis +3, Cha +6","Skills Arcana +2, Deception +6, Nature +2, Persuasion +6","Condition Immunities charmed","Languages any two languages (usually Sylvan)",NA,NA,"Reactions"
"Warlock of the Fiend",7,10,0,14,2,15,2,12,1,12,1,18,4,"Saving Throws Wis +4, Cha +7","Skills Arcana +4, Deception +7, Persuasion +7, Religion +4","Damage Resistances slashing damage from nonmagical attacks not made with silvered weapons","Senses darkvision 60 ft.","Languages any two languages (usually Abyssal or Infernal)",NA,NA
"Warlock of the Great Old One",6,9,-1,14,2,15,2,12,1,12,1,18,4,"Saving Throws Wis +4, Cha +7","Skills Arcana +4, History +4","Damage Resistances psychic","Senses darkvision 60 ft.","Languages any two languages, telepathy 30 ft.",NA,NA
"Warlord",12,20,5,16,3,18,4,12,1,12,1,18,4,"Saving Throws Str +9, Dex +7, Con +8","Skills Athletics +9, Intimidation +8, Perception +5, Persuasion +8","Languages any two languages",NA,NA,NA,NA
"Water Elemental",5,18,4,14,2,18,4,5,-3,10,0,8,-1,"Damage Resistances acid; bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Senses darkvision 60 ft.","Languages Aquan",NA,NA
"Water Elemental Myrmidon",7,18,4,14,2,15,2,8,-1,10,0,10,0,"Damage Resistances acid; bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities paralyzed, petrified, poisoned, prone","Senses darkvision 60 ft.","Languages Aquan, one language of its creator's choice",NA,NA
"Water Weird",3,17,3,16,3,13,1,11,0,10,0,10,0,"Damage Resistances fire; bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities exhaustion, grappled, paralyzed, poisoned, restrained, prone, unconscious","Senses blindsight 30 ft.","Languages understands Aquan but doesn't speak",NA,NA
"Weasel",0,3,-4,16,3,8,-1,2,-4,12,1,3,-4,"Skills Perception +3, Stealth +5",NA,NA,NA,NA,NA,NA
"Werebear",5,19,4,10,0,17,3,11,0,12,1,12,1,"Skills Perception +7","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Languages Common (can't speak in bear form)",NA,NA,NA,NA
"Wereboar",4,17,3,10,0,15,2,10,0,11,0,8,-1,"Skills Perception +2","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Languages Common (can't speak in boar form)",NA,NA,NA,NA
"Wererat",2,10,0,15,2,12,1,11,0,10,0,8,-1,"Skills Perception +2, Stealth +4","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Senses darkvision 60 ft. (rat form only)","Languages Common (can't speak in rat form)",NA,NA,NA
"Wereraven",2,10,0,15,2,11,0,13,1,15,2,14,2,"Skills Insight +4, Perception +6","Damage Immunities bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","Languages Common (can't speak in raven form)",NA,NA,NA,NA
"Weretiger",4,17,3,15,2,16,3,10,0,13,1,11,0,"Skills Perception +5, Stealth +4","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Senses darkvision 60 ft.","Languages Common (can't speak in tiger form)",NA,NA,NA
"Werewolf",3,15,2,13,1,14,2,10,0,11,0,10,0,"Skills Perception +4","Damage Immunities bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","Languages Common (can't speak in wolf form)",NA,NA,NA,NA
"White Dragon Wyrmling",2,14,2,10,0,14,2,5,-3,10,0,11,0,"Saving Throws Dex +2, Con +4, Wis +2, Cha +2","Skills Perception +4, Stealth +2","Damage Immunities cold","Senses blindsight 10 ft., darkvision 60 ft.","Languages Draconic",NA,NA
"White Guard Drake",2,16,3,11,0,16,3,4,-3,10,0,7,-2,"Skills Perception +2","Damage Resistances cold","Senses darkvision 60 ft.","Languages understands Draconic but can't speak it",NA,NA,NA
"White Maw",10,18,4,1,-5,20,5,12,1,10,0,3,-4,"Damage Resistances acid, cold, fire","Damage Immunities poison","Condition Immunities blinded, charmed, deafened, exhaustion, frightened, poisoned, prone","Senses blindsight 60 ft. (blind beyond this radius)","Languages telepathy 50 ft.",NA,"White Maw can eat through 2-inch-thick, nonmagical metal in 1 round."
"Wiggan Nettlebee",2,8,-1,12,1,12,1,14,2,15,2,13,1,"Skills Deception +3, Insight +4","Languages Common, Halfling",NA,NA,NA,NA,NA
"Wight",3,15,2,14,2,16,3,10,0,13,1,15,2,"Skills Perception +3, Stealth +4","Damage Immunities necrotic, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages the languages it knew in life",NA,NA
"Will-o'-Wisp",2,1,-5,28,9,10,0,13,1,14,2,11,0,"Damage Resistances acid, cold, fire, necrotic, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities lightning, poison","Condition Immunities exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious","Senses darkvision 120 ft.","Languages the languages it knew in life",NA,NA
"Windharrow",3,10,0,16,3,12,1,14,2,10,0,17,3,"Skills Acrobatics +5, Deception +7, Persuasion +5, Performance +7, Stealth +5","Senses darkvision 60 ft.","Languages Auran, Common, Elvish",NA,NA,NA,NA
"Winged Kobold",0.25,7,-2,16,3,9,-1,8,-1,7,-2,8,-1,"Senses darkvision 60 ft.","Languages Common, Draconic",NA,NA,NA,NA,NA
"Winter Wolf",3,18,4,13,1,14,2,7,-2,12,1,8,-1,"Skills Perception +5, Stealth +3","Damage Immunities cold","Languages Common, Giant, Winter Wolf",NA,NA,NA,NA
"Wolf",0.25,12,1,15,2,12,1,3,-4,12,1,6,-2,"Skills Perception +3, Stealth +4",NA,NA,NA,NA,NA,NA
"Wood Woad",5,18,4,12,1,16,3,10,0,13,1,8,-1,"Skills Athletics +7, Perception +4, Stealth +4","Damage Vulnerabilities fire","Damage Resistances bludgeoning, piercing","Condition Immunities charmed, frightened","Senses darkvision 60 ft.","Languages Sylvan",NA
"Worg",0.5,16,3,13,1,13,1,7,-2,11,0,8,-1,"Skills Perception +4","Senses darkvision 60 ft.","Languages Goblin, Worg",NA,NA,NA,NA
"Wraith",5,6,-2,16,3,16,3,12,1,14,2,15,2,"Damage Resistances acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Damage Immunities necrotic, poison","Condition Immunities charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 60 ft.","Languages the languages it knew in life",NA,NA
"Wyvern",6,19,4,10,0,16,3,5,-3,12,1,6,-2,"Skills Perception +4","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Xorn",5,17,3,10,0,22,6,11,0,10,0,11,0,"Skills Perception +6, Stealth +3","Damage Resistances piercing and slashing from nonmagical weapons that aren't adamantine","Senses darkvision 60 ft., tremorsense 60 ft.","Languages Terran",NA,NA,NA
"Xvart",0.125,8,-1,14,2,10,0,8,-1,7,-2,7,-2,"Skills Stealth +4","Senses darkvision 30 ft.","Languages Abyssal",NA,NA,NA,NA
"Xvart Speaker",0.125,8,-1,14,2,10,0,11,0,7,-2,7,-2,"Skills Stealth +4","Senses darkvision 30 ft.","Languages Abyssal plus one other language, usually Common or Goblin",NA,NA,NA,NA
"Xvart Warlock of Raxivort",1,8,-1,14,2,12,1,8,-1,11,0,12,1,"Skills Stealth +3","Senses darkvision 30 ft.","Languages Abyssal",NA,NA,NA,NA
"Yakfolk Priest",4,16,3,11,0,15,2,14,2,18,4,14,2,"Skills Deception +4, Medicine +6, Survival +6","Languages Common, Yikaria",NA,NA,NA,NA,NA
"Yakfolk Warrior",3,18,4,11,0,15,2,14,2,15,2,14,2,"Skills Deception +4, Survival +4","Languages Common, Yikaria",NA,NA,NA,NA,NA
"Yan-C-Bin",18,18,4,24,7,24,7,16,3,21,5,23,6,"Saving Throws Dex +13, Wis +11, Cha +12","Damage Resistances cold, fire;  bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities lightning, poison, thunder","Condition Immunities charmed, frightened, paralyzed, petrified, poisoned, prone, restrained","Senses blindsight 120 ft.","Languages Auran",NA
"Yeenoghu",24,29,9,16,3,23,6,15,2,24,7,15,2,"Saving Throws Dex +10, Con +15, Wis +14","Skills Intimidation +9, Perception +14","Damage Resistances cold, fire, lightning","Damage Immunities poison; bludgeoning, piercing, and slashing that is nonmagical","Condition Immunities charmed, exhaustion, frightened, poisoned","Senses truesight 120 ft.","Languages all, telepathy 120 ft."
"Yestabrod",4,12,1,10,0,14,2,13,1,15,2,10,0,"Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Abyssal, telepathy 60 ft.",NA,NA,NA
"Yeth Hound",4,18,4,17,3,16,3,5,-3,12,1,7,-2,"Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","Condition Immunities charmed, exhaustion, frightened","Senses darkvision 60 ft.","Languages understands Common, Elvish, and Sylvan but can't speak",NA,NA,NA
"Yeti",3,18,4,13,1,16,3,8,-1,12,1,7,-2,"Skills Perception +3, Stealth +3","Damage Immunities cold","Senses darkvision 60 ft.","Languages Yeti",NA,NA,NA
"Yochlol",10,15,2,14,2,18,4,13,1,15,2,15,2,"Saving Throws Dex +6, Int +5, Wis +6, Cha +6","Skills Deception +10, Insight +6","Damage Resistances cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Abyssal, Elvish, Undercommon"
"Young Black Dragon",7,19,4,14,2,17,3,12,1,11,0,15,2,"Saving Throws Dex +5, Con +6, Wis +3, Cha +5","Skills Perception +6, Stealth +5","Damage Immunities acid","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Blue Dragon",9,21,5,10,0,19,4,14,2,13,1,17,3,"Saving Throws Dex +4, Con +8, Wis +5, Cha +7","Skills Perception +9, Stealth +4","Damage Immunities lightning","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Brass Dragon",6,19,4,10,0,17,3,12,1,11,0,15,2,"Saving Throws Dex +3, Con +6, Wis +3, Cha +5","Skills Perception +6, Persuasion +5, Stealth +3","Damage Immunities fire","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Bronze Dragon",8,21,5,10,0,19,4,14,2,13,1,17,3,"Saving Throws Dex +3, Con +7, Wis +4, Cha +6","Skills Insight +4, Perception +7, Stealth +3","Damage Immunities lightning","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Copper Dragon",7,19,4,12,1,17,3,16,3,13,1,15,2,"Saving Throws Dex +4, Con +6, Wis +4, Cha +5","Skills Deception +5, Perception +7, Stealth +4","Damage Immunities acid","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Gold Dragon",10,23,6,14,2,21,5,16,3,13,1,20,5,"Saving Throws Dex +6, Con +9, Wis +5, Cha +9","Skills Insight +5, Perception +9, Persuasion +9, Stealth +6","Damage Immunities fire","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Green Dragon",8,19,4,12,1,17,3,16,3,13,1,15,2,"Saving Throws Dex +4, Con +6, Wis +4, Cha +5","Skills Deception +5, Perception +7, Stealth +4","Damage Immunities poison","Condition Immunities poisoned","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA
"Young Red Dragon",10,23,6,10,0,21,5,14,2,11,0,19,4,"Saving Throws Dex +4, Con +9, Wis +4, Cha +8","Skills Perception +8, Stealth +4","Damage Immunities fire","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young Red Shadow Dragon",13,23,6,10,0,21,5,14,2,11,0,19,4,"Saving Throws Dex +4, Con +9, Wis +4, Cha +8","Skills Perception +8, Stealth +8","Damage Resistances necrotic","Damage Immunities fire","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA
"Young Remorhaz",5,18,4,13,1,17,3,3,-4,10,0,4,-3,"Damage Immunities cold, fire","Senses darkvision 60 ft., tremorsense 60 ft.",NA,NA,NA,NA,NA
"Young Silver Dragon",9,23,6,10,0,21,5,14,2,11,0,19,4,"Saving Throws Dex +4, Con +9, Wis +4, Cha +8","Skills Arcana +6, History +6, Perception +8, Stealth +4","Damage Immunities cold","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Young White Dragon",6,18,4,10,0,18,4,6,-2,11,0,12,1,"Saving Throws Dex +3, Con +7, Wis +3, Cha +4","Skills Perception +6, Stealth +3","Damage Immunities cold","Senses blindsight 30 ft., darkvision 120 ft.","Languages Common, Draconic",NA,NA
"Yuan-ti Abomination",7,19,4,16,3,17,3,17,3,15,2,18,4,"Skills Perception +5, Stealth +6","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Abyssal, Common, Draconic",NA,NA
"Yuan-ti Anathema",12,23,6,13,1,19,4,19,4,17,3,20,5,"Skills Perception +7, Stealth +5","Damage Resistances acid, fire, lightning","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Abyssal, Common, Draconic",NA
